,review_body,stars,language,translated_review
106,"Van bien aparentemente , el envío rápido",3,es,"They seem to go well, fast shipping"
107,Camiseta bonita y poco más. Me llegó antes de tiempo y me queda perfecta. Válida para cualquier ocasión y va con todo,4,es,Nice t-shirt and little else. It arrived ahead of time and fits me perfectly. Valid for any occasion and goes with everything
108,llego en perfecto estado y rapidisimo. Son preciosos. A mi niña le encanto. Muchas gracias,4,es,It arrived in perfect condition and very quickly. They are beautiful. My daughter loved it. Thank you so much
109,"El postizo era del color que pedí, pero en vez de ser ondulado, como en la foto, era completamente rizado. No me gustó y lo devolví. De todas formas, tenía buen aspecto y era agradable al tacto y bastante natural.",3,es,"The hairpiece was the color I ordered, but instead of being wavy, like in the photo, it was completely curly. I didn't like it and returned it. Anyway, it looked good and was pleasant to the touch and quite natural."
110,Después de llevar varios años instalando instalar cristales huawei P30 Pro con pantallas curvadas en los extremos pensaba que nunca sería posible que quedaran igual de bien que los antiguos para pantallas completamente planas.Con este protector me he llevado una muy grata sorpresa ya que es muy fácil de poner y se consigue un ajuste PERFECTO sin burbujas (ni siquiera en los bordes) y se mantiene la calidad y sensibilidad de la pantalla.No se si habré tenido suerte pero verdaderamente queda perfecto y lo recomiendo sin ninguna duda.En las fotos se encuentra instalado junto a una funda de la misma marca y ajusta perfecto dejando un minúsculo hueco entre el protector y la funda por lo que no debería despegarse a causa de esta.,5,es,"After spending several years installing Huawei P30 Pro glass with curved screens at the ends, I thought it would never be possible for them to look as good as the old ones for completely flat screens. With this protector I was very pleasantly surprised since it is very easy to put on and you get a PERFECT fit without bubbles (not even on the edges) and the quality and sensitivity of the screen is maintained. I don't know if I was lucky but it truly fits perfectly and I recommend it without a doubt. In the photos you can find Installed next to a case of the same brand and it fits perfectly, leaving a tiny gap between the protector and the case so it should not come off because of it."
111,Pero gasta mucho 1.000 o 2.000 w.,3,pl,"But it uses a lot of 1,000 or 2,000 watts."
112,"El pedido ha venido bien sin ningún problema pero el kit no vale para nada,lo he utilizado dos veces y no consigo que me dure el resultado por lo menos dos semanas :(. No es verdad que los pigmentos son duraderos y te haces daño para nada ....en una semana se va",2,es,"The order went well without any problems but the kit is worthless, I have used it twice and I can't get the result to last at least two weeks :(. It is not true that the pigments are long-lasting and you hurt yourself to nothing....in a week it's gone"
113,"El producto es muy frágil. El teleobjetivo (el más largo) dejo de funcionar en su acción de enfoque el primer día, si eso es lo que quieren futuros compradores, no lo compren. Yo sólo uso el macro y si que va bien",1,es,"The product is very fragile. The telephoto lens (the longest one) stopped working in its focusing action on the first day, if that's what future buyers want, don't buy it. I only use the macro and it works well"
114,No me gusta duracion bateria,3,it,I don't like battery life
115,Fatal!es una camiseta literal no me dio tiempo a devolverlo pero no queda en la foto ni de coña!!y llevo una S,1,es,"Fatal! It's a literal t-shirt, I didn't have time to return it but it doesn't fit in the photo at all!! And I'm wearing an S"
116,"La batería dura mucho más que las que he tenido anteriormente pero aunque tiene varios modos de funcionamiento y sirve como luz de posición, almenos para mí gusto, no sirven para alumbrar el camino",4,es,"The battery lasts much longer than the ones I have had before, but although it has several operating modes and serves as a parking light, at least for my taste, they do not serve to light the way."
117,"Para viajes cortos va bien, hace su servicio. Pero para viajes largos es incomoda. Cuando el niño se duerme se le cae la cabeza. Si se utiliza mucho el coche no la recomiendo. La recomiendo como silla de repuesto o quitamultas.",3,es,"For short trips it works well, it does its job. But for long trips it is uncomfortable. When the child falls asleep his head falls off. If the car is used a lot, I do not recommend it. I recommend it as a replacement chair or ticket remover."
118,Rele como cualquier otro. A mi me llegaron nc cuando el anuncio pone no,3,es,Relay like any other. They arrived to me nc when the ad says no
119,"De momento lo he usado poco pero realiza su función. No pongo más puntuación porque es un poco grande para muñeca de mujer, se alza mucho",3,es,"So far I have used it little but it does its job. I don't give more rating because it is a little big for a woman's wrist, it stands up a lot"
120,"Es muy util, hace su papel y no resbala pero es demasiado estrecha. Estaría mejor con 6 ú 8 centimetros mas. NO RECOMIENDO MUCHO",3,es,"It is very useful, it does its job and does not slip but it is too narrow. It would be better with 6 or 8 centimeters more. I DO NOT RECOMMEND HIGHLY"
121,Solo funciona si estas todo el rato apretando el botón?? No debería poder encenderse y luego apagarse?? No me gusta,2,es,It only works if you are pressing the button all the time? Shouldn't it be able to turn on and then turn off? I don't like
122,Perfectas calidad precio,3,es,Perfect quality price
123,No acaba de cubrir una bici de 26,3,es,"Doesn't quite cover a 26"" bike"
124,"Me ha gustado por su anchura y estabilidad, pero viene defectuoso ,aunque no lo he devuelto ,pero una de sus orejas no se infla.",2,es,"I liked it for its width and stability, but it comes defective, although I have not returned it, but one of its ears does not inflate."
125,"Excelente bloc de tareas, me ha ayudado mucho a organizar y cumplir mis tareas diarias, aunque veo algún que otro apartado innecesario.",4,es,"Excellent task pad, it has helped me a lot to organize and complete my daily tasks, although I see some unnecessary sections."
126,"Ha llegado antes de lo previsto, por ese lado muy bien. Por otro lado, el embalaje era una bolsa negra (tipo sobre de embalaje) y el producto estaba dentro sin ninguna otra protección (parecía un jamón!! xD). Nos esperábamos, al menos, que estuviera dentro de una caja, que amortiguara los posibles golpes. Gracias a Dios el producto ha llegado bien.",4,es,"It has arrived earlier than expected, on that side very good. On the other hand, the packaging was a black bag (packaging envelope type) and the product was inside without any other protection (it looked like a ham!! xD). We expected, at least, that it would be inside a box, which would cushion possible blows. Thank God the product has arrived safely."
